home_team,away_team,home_team_goals,away_team_goals,home_team_age,away_team_age,date
Samoa,New Zealand,0,8,23.0,25.545454545454547,2024-11-18T06:30:00Z
New Zealand,China,0,0,25.90909090909091,30.09090909090909,2023-03-23T06:00:00Z
New Zealand,China,2,1,26.0,28.818181818181817,2023-03-26T03:00:00Z
New Zealand,Chile,4,1,26.181818181818183,26.636363636363637,2026-03-30T06:00:00Z
New Caledonia,New Zealand,0,3,29.636363636363637,27.545454545454547,2025-03-24T06:00:00Z
New Zealand,New Caledonia,7,1,25.727272727272727,29.545454545454547,2022-03-24T17:00:00Z
New Zealand,Malaysia,4,0,24.818181818181817,27.272727272727273,2024-10-14T06:00:00Z
New Zealand,Finland,0,2,27.181818181818183,25.181818181818183,2026-03-27T06:15:00Z
Oman,New Zealand,0,0,27.0,26.545454545454547,2022-06-09T18:00:00Z
Norway,New Zealand,1,1,25.181818181818183,27.636363636363637,2025-10-14T16:00:00Z
New Zealand,Solomon Islands,3,0,25.09090909090909,27.09090909090909,2024-06-18T04:00:00Z
Solomon Islands,New Zealand,0,5,27.272727272727273,26.363636363636363,2022-03-30T17:00:00Z
Ireland,New Zealand,1,1,26.09090909090909,26.09090909090909,2023-11-21T19:45:00Z
Vanuatu,New Zealand,0,4,27.545454545454547,26.09090909090909,2024-06-21T04:00:00Z
New Zealand,Vanuatu,3,0,25.363636363636363,27.545454545454547,2024-06-30T04:00:00Z
New Zealand,Vanuatu,8,1,26.90909090909091,28.181818181818183,2024-11-15T06:30:00Z
Greece,New Zealand,2,0,28.0,24.818181818181817,2023-11-17T17:00:00Z
Poland,New Zealand,1,0,27.09090909090909,27.0,2025-10-09T18:45:00Z
Colombia,New Zealand,2,1,29.363636363636363,28.181818181818183,2025-11-16T00:30:00Z
New Zealand,Ukraine,1,2,25.727272727272727,27.181818181818183,2025-06-10T21:00:00Z
New Zealand,DR Congo,1,1,25.727272727272727,27.09090909090909,2023-10-13T16:00:00Z
Ivory Coast,Sierra Leone,4,1,26.90909090909091,25.545454545454547,2024-10-11T19:00:00Z
Sierra Leone,Ivory Coast,0,1,25.454545454545453,25.818181818181817,2024-10-15T16:00:00Z
Ivory Coast,Sierra Leone,5,1,26.272727272727273,23.545454545454547,2024-01-06T17:00:00Z
Ivory Coast,Sierra Leone,2,2,29.0,28.454545454545453,2022-01-16T16:00:00Z
Gabon,Ivory Coast,0,0,30.0,26.90909090909091,2025-09-09T19:00:00Z
Ivory Coast,Gabon,1,0,26.636363636363637,28.818181818181817,2024-06-07T19:00:00Z
Ivory Coast,Kenya,3,0,25.90909090909091,24.0,2025-10-14T19:00:00Z
Kenya,Ivory Coast,0,0,27.272727272727273,26.545454545454547,2024-06-11T13:00:00Z
England,Ivory Coast,0,3,26.181818181818183,29.636363636363637,2022-03-29T18:45:00Z
Burundi,Ivory Coast,1,0,26.727272727272727,27.727272727272727,2025-03-21T19:00:00Z
Ivory Coast,Burundi,1,0,26.0,25.727272727272727,2025-09-05T19:00:00Z
Ivory Coast,Burundi,4,0,26.272727272727273,24.0,2022-11-16T16:00:00Z
Saudi Arabia,Ivory Coast,0,1,27.0,26.363636363636363,2025-11-14T16:30:00Z
New Zealand,Ivory Coast,0,1,26.363636363636363,27.454545454545453,2025-06-07T23:15:00Z
Ivory Coast,Guinea-Bissau,2,0,26.272727272727273,27.818181818181817,2024-01-13T20:00:00Z
France,Ivory Coast,1,2,28.09090909090909,29.0,2022-03-25T20:15:00Z
Canada,Ivory Coast,5,4,27.363636363636363,27.272727272727273,2025-06-11T00:30:00Z
Ivory Coast,Togo,2,1,27.0,26.09090909090909,2022-09-24T16:00:00Z
Ivory Coast,Guinea,3,1,26.454545454545453,26.272727272727273,2022-09-27T18:00:00Z
Ivory Coast,Comoros,3,1,28.454545454545453,28.0,2023-03-24T16:00:00Z
Comoros,Ivory Coast,2,0,29.454545454545453,27.181818181818183,2023-03-28T19:00:00Z
Ivory Coast,Benin,2,2,27.545454545454547,26.0,2024-03-23T16:00:00Z
Seychelles,Ivory Coast,7,0,25.636363636363637,25.454545454545453,2025-10-10T13:00:00Z
Ivory Coast,Seychelles,9,0,26.0,23.363636363636363,2023-11-17T19:00:00Z
Ivory Coast,Libya,1,0,25.181818181818183,0.0,2023-01-03T15:00:00Z
Ivory Coast,Cameroon,1,1,25.90909090909091,24.272727272727273,2025-12-28T20:00:00Z
Ivory Coast,Zambia,2,0,25.09090909090909,26.727272727272727,2024-09-06T19:00:00Z
Zambia,Ivory Coast,0,1,27.454545454545453,25.454545454545453,2024-11-15T16:00:00Z
Zambia,Ivory Coast,0,3,27.181818181818183,28.181818181818183,2023-06-17T13:00:00Z
Ivory Coast,Zambia,3,1,29.454545454545453,25.636363636363637,2022-06-03T19:00:00Z
Ivory Coast,Morocco,1,1,25.0,26.90909090909091,2023-10-14T17:00:00Z
Oman,Ivory Coast,2,0,28.818181818181817,24.363636363636363,2025-11-18T15:00:00Z
Egypt,Ivory Coast,2,3,30.545454545454547,25.545454545454547,2026-01-10T19:00:00Z
Ivory Coast,Egypt,4,5,29.454545454545453,28.09090909090909,2022-01-26T16:00:00Z
Uruguay,Ivory Coast,2,1,25.818181818181817,26.545454545454547,2024-03-26T19:30:00Z
Mali,Ivory Coast,2,1,27.181818181818183,28.727272727272727,2024-02-03T17:00:00Z
Ivory Coast,Mali,0,0,25.09090909090909,24.818181818181817,2023-09-12T19:00:00Z
Chad,Ivory Coast,2,0,25.454545454545453,25.545454545454547,2024-09-10T19:00:00Z
Ivory Coast,Chad,4,0,26.0,24.363636363636363,2024-11-19T16:00:00Z
Ivory Coast,Nigeria,0,1,26.90909090909091,27.454545454545453,2024-01-18T17:00:00Z
Nigeria,Ivory Coast,2,1,27.454545454545453,28.363636363636363,2024-02-11T20:00:00Z
Ivory Coast,Gambia,1,0,27.09090909090909,25.727272727272727,2025-03-24T19:00:00Z
Gambia,Ivory Coast,2,0,28.09090909090909,25.818181818181817,2023-11-20T16:00:00Z
Ivory Coast,Burkina Faso,3,0,25.545454545454547,27.545454545454547,2026-01-06T19:00:00Z
Burkina Faso,Ivory Coast,1,2,24.0,28.818181818181817,2022-11-19T16:00:00Z
Ivory Coast,Lesotho,1,0,24.545454545454547,27.09090909090909,2023-09-09T16:00:00Z
Lesotho,Ivory Coast,0,0,27.545454545454547,28.90909090909091,2022-06-09T17:00:00Z
Senegal,Ivory Coast,5,4,27.272727272727273,27.90909090909091,2024-01-29T20:00:00Z
Ivory Coast,Senegal,0,1,25.545454545454547,22.363636363636363,2023-01-14T19:00:00Z
Ivory Coast,Mozambique,1,0,26.727272727272727,29.454545454545453,2025-12-24T17:30:00Z
Ivory Coast,DR Congo,1,0,28.545454545454547,29.454545454545453,2024-02-07T20:00:00Z
DR Congo,Ivory Coast,0,0,26.454545454545453,25.454545454545453,2023-01-18T16:00:00Z
Algeria,Ivory Coast,0,1,27.181818181818183,25.363636363636363,2023-01-27T16:00:00Z
Ivory Coast,Algeria,3,1,28.818181818181817,28.90909090909091,2022-01-20T16:00:00Z
Uganda,Ivory Coast,3,1,24.363636363636363,25.363636363636363,2023-01-22T19:00:00Z
South Africa,Angola,2,1,26.545454545454547,29.636363636363637,2025-12-22T17:00:00Z
South Africa,Namibia,4,0,29.454545454545453,29.09090909090909,2024-01-21T20:00:00Z
South Africa,Namibia,1,1,27.818181818181817,28.727272727272727,2023-07-05T16:00:00Z
South Africa,Namibia,0,0,26.818181818181817,28.545454545454547,2023-09-09T13:00:00Z
South Africa,Liberia,2,2,28.0,26.0,2023-03-24T16:00:00Z
Liberia,South Africa,2,1,25.454545454545453,28.545454545454547,2023-03-28T16:00:00Z
Niger,South Africa,0,0,23.7,29.363636363636363,2025-08-15T17:00:00Z
France,South Africa,0,5,28.555555555555557,28.0,2022-03-29T19:15:00Z
South Africa,Eswatini,2,1,27.272727272727273,27.363636363636363,2023-07-11T16:00:00Z
South Africa,Eswatini,0,0,28.0,27.444444444444443,2023-10-13T16:00:00Z
South Africa,Guinea,2,1,29.90909090909091,23.0,2025-08-11T14:00:00Z
South Africa,Guinea,0,0,27.363636363636363,26.272727272727273,2022-03-25T17:00:00Z
South Africa,Panama,1,1,28.181818181818183,30.0,2026-03-27T17:00:00Z
South Africa,Panama,1,2,26.636363636363637,28.181818181818183,2026-03-31T17:30:00Z
South Africa,Benin,2,1,27.90909090909091,26.181818181818183,2023-11-18T13:00:00Z
South Africa,Tunisia,0,0,29.454545454545453,28.0,2024-01-24T17:00:00Z
Ivory Coast,South Africa,1,1,26.0,28.09090909090909,2023-10-17T19:00:00Z
South Africa,Cameroon,1,2,27.363636363636363,25.272727272727273,2026-01-04T19:00:00Z
South Africa,Botswana,2,1,27.545454545454547,25.09090909090909,2023-07-08T13:00:00Z
Rwanda,South Africa,0,2,26.272727272727273,28.181818181818183,2023-11-21T13:00:00Z
South Africa,Zambia,1,2,27.0,24.0,2023-07-14T16:00:00Z
Morocco,South Africa,2,0,27.454545454545453,29.454545454545453,2024-01-30T20:00:00Z
South Africa,Morocco,2,1,29.363636363636363,27.272727272727273,2023-06-17T15:00:00Z
Morocco,South Africa,1,2,26.90909090909091,27.363636363636363,2022-06-09T19:00:00Z
Egypt,South Africa,0,1,30.636363636363637,26.727272727272727,2025-12-26T15:00:00Z
Mali,South Africa,0,2,26.727272727272727,28.727272727272727,2024-01-16T20:00:00Z
Cape Verde,South Africa,2,1,29.545454545454547,29.22222222222222,2024-02-03T20:00:00Z
Zimbabwe,South Africa,3,2,28.0,26.90909090909091,2025-12-29T16:00:00Z
Malawi,South Africa,5,3,23.727272727272727,25.1,2023-07-16T13:00:00Z
South Africa,DR Congo,1,0,28.727272727272727,27.09090909090909,2023-09-12T15:00:00Z
Algeria,South Africa,1,1,28.636363636363637,29.181818181818183,2025-08-08T14:00:00Z
Uganda,South Africa,3,3,25.181818181818183,29.181818181818183,2025-08-18T17:00:00Z
Australia,Denmark,1,0,28.727272727272727,27.0,2022-11-30T15:00:00Z
Australia,Peru,5,4,28.818181818181817,30.454545454545453,2022-06-13T18:00:00Z
England,Australia,0,1,27.181818181818183,28.0,2023-10-13T18:45:00Z
Australia,Jordan,2,1,28.0,27.545454545454547,2022-06-01T18:00:00Z
China,Australia,2,0,29.181818181818183,29.727272727272727,2025-03-25T11:00:00Z
Australia,China,3,1,27.454545454545453,28.545454545454547,2024-10-10T09:10:00Z
Australia,Palestine,5,0,28.545454545454547,27.818181818181817,2024-06-11T12:10:00Z
Palestine,Australia,1,0,27.272727272727273,28.454545454545453,2023-11-21T14:00:00Z
Saudi Arabia,Australia,2,1,28.363636363636363,29.818181818181817,2025-06-10T18:15:00Z
Australia,Saudi Arabia,0,0,27.272727272727273,26.818181818181817,2024-11-14T09:10:00Z
Saudi Arabia,Australia,0,1,28.363636363636363,28.0,2022-03-29T18:00:00Z
Australia,New Zealand,1,0,26.727272727272727,29.0,2025-09-05T09:45:00Z
New Zealand,Australia,3,1,27.363636363636363,25.727272727272727,2025-09-09T07:00:00Z
Australia,New Zealand,2,0,26.818181818181817,25.363636363636363,2023-10-17T18:45:00Z
Australia,New Zealand,1,0,28.90909090909091,25.272727272727273,2022-09-22T10:00:00Z
New Zealand,Australia,2,0,25.09090909090909,26.0,2022-09-25T03:00:00Z
Australia,Bahrain,0,1,28.181818181818183,28.727272727272727,2024-09-05T10:10:00Z
Bahrain,Australia,2,2,28.90909090909091,28.363636363636363,2024-11-19T18:15:00Z
Bahrain,Australia,2,0,29.0,27.454545454545453,2024-01-06T14:00:00Z
Bangladesh,Australia,2,0,25.454545454545453,25.90909090909091,2024-06-06T10:45:00Z
Australia,Bangladesh,7,0,27.181818181818183,23.90909090909091,2023-11-16T09:10:00Z
France,Australia,1,4,27.272727272727273,28.272727272727273,2022-11-22T19:00:00Z
Canada,Australia,1,0,26.363636363636363,25.636363636363637,2025-10-10T23:30:00Z
Australia,Indonesia,5,1,29.90909090909091,25.454545454545453,2025-03-20T09:10:00Z
Australia,Indonesia,4,0,29.09090909090909,24.09090909090909,2024-01-28T11:30:00Z
Indonesia,Australia,0,0,23.636363636363637,27.90909090909091,2024-09-10T12:00:00Z
Australia,Curaçao,5,1,28.181818181818183,29.272727272727273,2026-03-31T09:10:00Z
Tunisia,Australia,1,0,27.818181818181817,28.545454545454547,2022-11-26T10:00:00Z
Australia,Vietnam,4,0,28.727272727272727,26.727272727272727,2022-01-27T09:10:00Z
Australia,Cameroon,1,0,27.545454545454547,24.545454545454547,2026-03-27T09:10:00Z
Oman,Australia,2,2,27.90909090909091,29.636363636363637,2022-02-01T16:00:00Z
Australia,Ecuador,3,1,28.636363636363637,25.0,2023-03-24T09:00:00Z
Australia,Ecuador,1,2,27.818181818181817,25.454545454545453,2023-03-28T08:30:00Z
Mexico,Australia,2,2,27.454545454545453,27.181818181818183,2023-09-10T02:00:00Z
Argentina,Australia,0,2,29.09090909090909,26.818181818181817,2023-06-15T12:00:00Z
Argentina,Australia,1,2,27.90909090909091,28.09090909090909,2022-12-03T19:00:00Z
Australia,India,2,0,29.636363636363637,29.454545454545453,2024-01-13T11:30:00Z
Australia,Lebanon,2,0,27.454545454545453,30.727272727272727,2024-03-21T09:10:00Z
Lebanon,Australia,5,0,31.09090909090909,28.818181818181817,2024-03-26T08:45:00Z
Australia,Japan,1,0,28.545454545454547,25.363636363636363,2025-06-05T11:10:00Z
Japan,Australia,1,1,26.818181818181817,28.0,2024-10-15T10:35:00Z
Australia,Japan,0,2,27.272727272727273,29.181818181818183,2022-03-24T09:10:00Z
Syria,Australia,1,0,28.09090909090909,28.90909090909091,2024-01-18T11:30:00Z
Venezuela,Australia,0,1,25.0,25.545454545454547,2025-11-15T02:30:00Z
Colombia,Australia,0,3,29.272727272727273,27.272727272727273,2025-11-19T01:30:00Z
UA Emirates,Australia,2,1,27.272727272727273,28.818181818181817,2022-06-07T18:00:00Z
Australia,Uzbekistan,1,1,27.636363636363637,27.09090909090909,2024-01-23T11:30:00Z
Ecuador,Costa Rica,3,1,27.363636363636363,25.181818181818183,2023-06-21T00:00:00Z
Peru,Ecuador,0,0,32.36363636363637,24.545454545454547,2025-06-11T01:30:00Z
Ecuador,Peru,1,0,26.636363636363637,30.636363636363637,2024-09-10T21:00:00Z
Peru,Ecuador,1,1,30.0,25.09090909090909,2022-02-02T02:00:00Z
Ecuador,Jamaica,3,1,24.636363636363637,27.90909090909091,2024-06-26T22:00:00Z
Saudi Arabia,Ecuador,0,0,27.545454545454547,25.454545454545453,2022-09-23T18:00:00Z
Ecuador,New Zealand,2,0,25.181818181818183,25.90909090909091,2025-11-19T01:30:00Z
Netherlands,Ecuador,1,1,28.90909090909091,27.272727272727273,2026-03-31T18:45:00Z
Netherlands,Ecuador,1,1,26.454545454545453,25.181818181818183,2022-11-25T16:00:00Z
Italy,Ecuador,0,2,27.636363636363637,24.90909090909091,2024-03-24T20:00:00Z
Canada,Ecuador,0,0,26.363636363636363,26.181818181818183,2025-11-14T00:30:00Z
Chile,Ecuador,0,0,29.454545454545453,26.0,2025-03-26T00:00:00Z
Ecuador,Chile,1,0,26.727272727272727,27.454545454545453,2023-11-21T23:30:00Z
Ecuador,Honduras,2,1,25.636363636363637,26.454545454545453,2024-06-16T19:30:00Z
Uruguay,Ecuador,0,0,26.636363636363637,26.363636363636363,2024-10-15T23:30:00Z
Ecuador,Uruguay,2,1,26.454545454545453,25.272727272727273,2023-09-12T21:00:00Z
Ecuador,Cape Verde,1,0,24.90909090909091,26.272727272727273,2022-06-11T23:30:00Z
Ecuador,Bolivia,4,0,25.454545454545453,23.454545454545453,2024-11-15T00:00:00Z
Ecuador,Bolivia,3,1,27.727272727272727,26.454545454545453,2024-06-13T00:30:00Z
Bolivia,Ecuador,2,1,27.545454545454547,23.818181818181817,2023-10-12T23:00:00Z
Ecuador,Bolivia,1,0,23.636363636363637,27.363636363636363,2023-06-17T23:30:00Z
Ecuador,Nigeria,1,0,26.0,26.0,2022-06-03T00:30:00Z
Ecuador,Argentina,1,0,26.363636363636363,29.454545454545453,2025-09-09T23:00:00Z
Argentina,Ecuador,2,4,28.272727272727273,26.09090909090909,2024-07-05T01:00:00Z
Argentina,Ecuador,0,1,29.0,24.727272727272727,2024-06-09T23:00:00Z
Argentina,Ecuador,0,1,28.181818181818183,26.727272727272727,2023-09-08T00:00:00Z
Ecuador,Argentina,1,1,25.636363636363637,27.818181818181817,2022-03-29T23:30:00Z
Ecuador,Iraq,0,0,26.818181818181817,24.272727272727273,2022-11-12T17:30:00Z
Ecuador,Guatemala,2,0,26.272727272727273,28.09090909090909,2024-03-22T00:30:00Z
Ecuador,Japan,0,0,25.636363636363637,27.818181818181817,2022-09-27T11:55:00Z
Ecuador,Senegal,1,2,25.545454545454547,26.818181818181817,2022-11-29T15:00:00Z
Ecuador,Venezuela,2,1,27.545454545454547,28.272727272727273,2025-03-21T21:00:00Z
Ecuador,Venezuela,1,2,25.636363636363637,29.09090909090909,2024-06-22T22:00:00Z
Venezuela,Ecuador,0,0,27.454545454545453,24.454545454545453,2023-11-16T22:00:00Z
Colombia,Ecuador,1,0,28.818181818181817,25.363636363636363,2024-11-19T23:00:00Z
Ecuador,Colombia,0,0,23.727272727272727,27.09090909090909,2023-10-17T23:30:00Z
Algeria,Sierra Leone,0,0,30.727272727272727,29.0,2022-01-11T13:00:00Z
Algeria,Sierra Leone,0,0,30.727272727272727,29.0,2022-01-11T13:00:00Z
Algeria,Angola,1,1,28.90909090909091,27.545454545454547,2024-01-15T20:00:00Z
Burundi,Algeria,0,4,23.272727272727273,28.90909090909091,2024-01-09T15:00:00Z
Algeria,Ghana,3,0,28.636363636363637,25.727272727272727,2022-01-05T16:00:00Z
Algeria,Ghana,3,0,28.636363636363637,25.727272727272727,2022-01-05T16:00:00Z
Bahrain,Algeria,1,5,30.454545454545453,29.363636363636363,2025-12-06T13:30:00Z
Liberia,Algeria,0,3,25.09090909090909,26.636363636363637,2024-09-10T16:00:00Z
Algeria,Liberia,5,1,27.272727272727273,22.90909090909091,2024-11-17T16:00:00Z
Algeria,Niger,0,0,28.272727272727273,23.0,2025-08-18T17:00:00Z
Algeria,Niger,2,1,27.727272727272727,26.0,2023-03-23T21:00:00Z
Niger,Algeria,0,1,25.90909090909091,27.181818181818183,2023-03-27T16:00:00Z
Algeria,Niger,5,0,27.363636363636363,27.454545454545453,2023-01-31T16:00:00Z
Algeria,Ethiopia,1,0,27.181818181818183,25.727272727272727,2023-01-17T19:00:00Z
Algeria,Togo,5,1,28.0,28.545454545454547,2024-10-10T19:00:00Z
Togo,Algeria,0,1,26.363636363636363,26.545454545454547,2024-10-14T16:00:00Z
Togo,Algeria,0,3,27.0,30.0,2024-01-05T20:00:00Z
Guinea,Algeria,1,1,23.1,28.454545454545453,2025-08-15T14:00:00Z
Guinea,Algeria,0,0,27.90909090909091,27.636363636363637,2025-09-08T16:00:00Z
Algeria,Guinea,1,2,28.09090909090909,27.727272727272727,2024-06-06T19:00:00Z
Algeria,Libya,1,0,27.0,28.0,2023-01-13T19:00:00Z
Cameroon,Algeria,0,1,27.636363636363637,30.09090909090909,2022-03-25T17:00:00Z
Algeria,Cameroon,1,2,30.0,28.90909090909091,2022-03-29T19:30:00Z
Cameroon,Algeria,0,1,27.636363636363637,30.09090909090909,2022-03-25T17:00:00Z
Algeria,Cameroon,1,2,30.0,28.90909090909091,2022-03-29T19:30:00Z
Botswana,Algeria,1,3,29.454545454545453,28.363636363636363,2025-03-21T13:00:00Z
Algeria,Botswana,3,1,28.636363636363637,29.454545454545453,2025-09-04T19:00:00Z
Algeria,Rwanda,2,0,28.636363636363637,28.454545454545453,2025-06-05T16:00:00Z
Algeria,Sudan,3,0,28.0,29.272727272727273,2025-12-24T15:00:00Z
Sudan,Algeria,4,2,25.272727272727273,28.454545454545453,2025-08-23T17:00:00Z
Algeria,Sudan,0,0,28.636363636363637,27.727272727272727,2025-12-03T12:00:00Z
Algeria,Cape Verde,5,1,27.454545454545453,28.363636363636363,2023-10-12T19:00:00Z
Algeria,Bolivia,3,2,28.181818181818183,26.818181818181817,2024-03-22T21:00:00Z
Algeria,Zimbabwe,3,1,26.0,27.363636363636363,2025-11-13T16:30:00Z
Algeria,Nigeria,0,2,27.636363636363637,28.818181818181817,2026-01-10T16:00:00Z
Mauritania,Algeria,1,0,26.363636363636363,27.09090909090909,2024-01-23T20:00:00Z
Algeria,Burkina Faso,1,0,26.90909090909091,27.181818181818183,2025-12-28T17:30:00Z
Algeria,Burkina Faso,2,2,30.0,27.90909090909091,2024-01-20T14:00:00Z
Algeria,Guatemala,7,0,27.454545454545453,27.09090909090909,2026-03-27T19:30:00Z
Algeria,Tanzania,0,0,24.272727272727273,25.09090909090909,2023-09-07T19:00:00Z
Tanzania,Algeria,0,2,25.0,29.363636363636363,2022-06-08T16:00:00Z
Tanzania,Algeria,0,2,25.0,29.363636363636363,2022-06-08T16:00:00Z
Algeria,Mozambique,5,1,27.09090909090909,28.454545454545453,2025-03-25T21:00:00Z
Mozambique,Algeria,0,1,28.363636363636363,27.454545454545453,2023-01-21T19:00:00Z
Mozambique,Algeria,0,2,29.0,28.181818181818183,2023-11-19T13:00:00Z
Algeria,UA Emirates,6,7,29.363636363636363,26.454545454545453,2025-12-12T17:30:00Z
Algeria,DR Congo,1,0,27.727272727272727,29.363636363636363,2026-01-06T16:00:00Z
Somalia,Algeria,0,3,26.545454545454547,28.272727272727273,2025-10-09T16:00:00Z
Algeria,Somalia,3,1,26.272727272727273,24.181818181818183,2023-11-16T16:00:00Z
Uganda,Algeria,0,3,25.272727272727273,28.636363636363637,2025-08-04T17:00:00Z
Algeria,Uganda,2,1,26.454545454545453,27.363636363636363,2025-10-14T16:00:00Z
Uganda,Algeria,1,2,26.09090909090909,28.454545454545453,2024-06-10T16:00:00Z
Uganda,Algeria,1,2,25.818181818181817,24.90909090909091,2023-06-18T15:00:00Z
Algeria,Uganda,2,0,28.09090909090909,26.181818181818183,2022-06-04T19:00:00Z
Algeria,Uganda,2,0,28.09090909090909,26.181818181818183,2022-06-04T19:00:00Z
Saudi Arabia,Costa Rica,1,3,27.454545454545453,26.818181818181817,2023-09-08T19:00:00Z
Yemen,Saudi Arabia,0,2,24.0,26.09090909090909,2023-01-06T18:45:00Z
Saudi Arabia,Jordan,0,1,27.09090909090909,28.09090909090909,2025-12-15T17:30:00Z
Saudi Arabia,Jordan,1,2,27.727272727272727,28.545454545454547,2024-06-11T18:00:00Z
Jordan,Saudi Arabia,0,2,27.636363636363637,27.0,2023-11-21T16:00:00Z
Saudi Arabia,China,1,0,26.545454545454547,29.545454545454547,2025-03-20T18:15:00Z
China,Saudi Arabia,1,2,28.454545454545453,28.272727272727273,2024-09-10T12:00:00Z
China,Saudi Arabia,1,1,29.0,29.363636363636363,2022-03-24T15:00:00Z
Palestine,Saudi Arabia,1,2,28.0,27.09090909090909,2025-12-11T17:30:00Z
Saudi Arabia,Palestine,0,0,0.0,28.272727272727273,2024-01-09T15:30:00Z
Bahrain,Saudi Arabia,0,2,30.363636363636363,26.90909090909091,2025-06-05T16:00:00Z
Saudi Arabia,Bahrain,0,0,27.0,30.272727272727273,2024-10-15T18:00:00Z
Saudi Arabia,Bahrain,2,3,27.181818181818183,29.818181818181817,2024-12-22T17:30:00Z
Saudi Arabia,Albania,1,1,27.09090909090909,25.272727272727273,2022-10-26T14:30:00Z
Saudi Arabia,Thailand,0,0,28.0,28.363636363636363,2024-01-25T15:00:00Z
Pakistan,Saudi Arabia,0,3,25.727272727272727,27.363636363636363,2024-06-06T15:30:00Z
Saudi Arabia,Pakistan,4,0,25.363636363636363,24.0,2023-11-16T16:30:00Z
Indonesia,Saudi Arabia,2,3,27.181818181818183,26.0,2025-10-08T17:15:00Z
Saudi Arabia,Indonesia,1,1,28.0,24.636363636363637,2024-09-05T18:00:00Z
Indonesia,Saudi Arabia,2,0,24.181818181818183,26.818181818181817,2024-11-19T12:00:00Z
Comoros,Saudi Arabia,1,3,25.454545454545453,27.272727272727273,2025-12-05T18:30:00Z
Panama,Saudi Arabia,1,1,26.636363636363637,27.454545454545453,2022-11-10T12:00:00Z
Saudi Arabia,Honduras,0,0,27.363636363636363,27.636363636363637,2022-10-30T14:30:00Z
Saudi Arabia,North Macedonia,2,1,25.454545454545453,28.545454545454547,2025-09-04T15:00:00Z
Saudi Arabia,North Macedonia,1,0,27.09090909090909,27.90909090909091,2022-10-22T14:30:00Z
Morocco,Saudi Arabia,1,0,29.636363636363637,25.636363636363637,2025-12-08T17:00:00Z
Saudi Arabia,Oman,2,1,26.90909090909091,28.818181818181817,2025-12-02T17:00:00Z
Saudi Arabia,Oman,2,1,29.181818181818183,28.454545454545453,2024-01-16T17:30:00Z
Saudi Arabia,Oman,1,2,24.818181818181817,27.272727272727273,2023-01-12T15:00:00Z
Saudi Arabia,Oman,1,0,28.09090909090909,27.818181818181817,2022-01-27T17:15:00Z
Saudi Arabia,Mali,1,3,29.90909090909091,25.727272727272727,2023-10-17T15:00:00Z
Kyrgyzstan,Saudi Arabia,0,2,26.0,29.272727272727273,2024-01-21T17:30:00Z
Iceland,Saudi Arabia,0,1,24.636363636363637,27.272727272727273,2022-11-06T12:00:00Z
Saudi Arabia,Bolivia,1,2,28.363636363636363,27.181818181818183,2023-03-28T19:00:00Z
Saudi Arabia,Nigeria,2,2,26.818181818181817,25.727272727272727,2023-10-13T16:00:00Z
Argentina,Saudi Arabia,1,2,29.636363636363637,28.272727272727273,2022-11-22T10:00:00Z
Saudi Arabia,Iraq,0,0,25.90909090909091,26.545454545454547,2025-10-14T18:45:00Z
Iraq,Saudi Arabia,2,0,25.818181818181817,25.90909090909091,2023-01-09T16:15:00Z
Saudi Arabia,Croatia,0,1,28.454545454545453,26.363636363636363,2022-11-16T12:00:00Z
Poland,Saudi Arabia,2,0,28.727272727272727,27.727272727272727,2022-11-26T13:00:00Z
Saudi Arabia,Venezuela,1,2,27.818181818181817,29.90909090909091,2023-03-24T19:00:00Z
Saudi Arabia,Venezuela,0,1,27.09090909090909,27.454545454545453,2022-06-09T17:00:00Z
Saudi Arabia,Colombia,0,1,27.181818181818183,26.181818181818183,2022-06-05T17:00:00Z
UA Emirates,Saudi Arabia,0,0,25.181818181818183,26.636363636363637,2025-12-18T11:00:00Z
Saudi Arabia,Algeria,0,2,26.0,28.363636363636363,2025-11-18T16:30:00Z
Saudi Arabia,Serbia,1,2,26.90909090909091,27.363636363636363,2026-03-31T16:00:00Z
Saudi Arabia,Tajikistan,1,0,29.181818181818183,25.90909090909091,2024-03-21T19:00:00Z
Tajikistan,Saudi Arabia,1,1,25.545454545454547,28.09090909090909,2024-03-26T15:00:00Z
Belarus,Scotland,2,0,25.545454545454547,27.181818181818183,2025-09-08T18:45:00Z
Scotland,Belarus,2,1,28.363636363636363,26.727272727272727,2025-10-12T16:00:00Z
Austria,Scotland,2,2,29.0,28.09090909090909,2022-03-29T18:45:00Z
Denmark,Scotland,0,0,28.272727272727273,29.181818181818183,2025-09-05T18:45:00Z
Scotland,Denmark,4,2,29.636363636363637,26.545454545454547,2025-11-18T19:45:00Z
Scotland,Hungary,0,1,28.545454545454547,26.727272727272727,2024-06-23T19:00:00Z
Scotland,England,1,3,26.363636363636363,27.0,2023-09-12T18:45:00Z
Turkey,Scotland,1,2,25.181818181818183,28.272727272727273,2022-11-16T17:00:00Z
Germany,Scotland,1,5,28.90909090909091,28.272727272727273,2024-06-14T19:00:00Z
Netherlands,Scotland,0,4,27.454545454545453,27.363636363636363,2024-03-22T19:45:00Z
France,Scotland,1,4,27.272727272727273,26.636363636363637,2023-10-17T19:00:00Z
Liechtenstein,Scotland,4,0,27.545454545454547,27.181818181818183,2025-06-09T16:00:00Z
