home_team,away_team,home_team_goals,away_team_goals,home_team_age,away_team_age,date
Wales,Iran,0,2,27.636363636363637,28.818181818181817,2022-11-25T10:00:00Z
Wales,Iran,0,2,27.636363636363637,28.818181818181817,2022-11-25T10:00:00Z
Iran,Kyrgyzstan,1,0,28.545454545454547,26.363636363636363,2024-09-05T16:00:00Z
Kyrgyzstan,Iran,2,3,25.0,28.90909090909091,2024-11-19T14:00:00Z
Kyrgyzstan,Iran,1,5,26.818181818181817,29.272727272727273,2023-06-16T15:00:00Z
Iran,Cape Verde,5,4,29.90909090909091,29.818181818181817,2025-11-13T16:00:00Z
Iran,Nigeria,1,2,30.90909090909091,28.636363636363637,2026-03-27T12:30:00Z
India,Iran,0,3,27.545454545454547,28.454545454545453,2025-09-01T12:00:00Z
Iran,Lebanon,2,0,26.636363636363637,29.454545454545453,2022-03-29T11:30:00Z
Iran,Iraq,1,0,28.636363636363637,25.636363636363637,2022-01-27T14:30:00Z
Iran,Burkina Faso,2,1,29.727272727272727,28.272727272727273,2024-01-05T14:30:00Z
Bulgaria,Iran,0,1,24.181818181818183,30.454545454545453,2023-09-07T16:00:00Z
Iran,Tanzania,2,0,28.0,26.272727272727273,2025-10-14T15:00:00Z
Iran,Syria,5,3,31.181818181818183,28.363636363636363,2024-01-31T16:00:00Z
Iran,Turkmenistan,5,0,28.545454545454547,26.818181818181817,2024-03-21T16:00:00Z
Turkmenistan,Iran,0,1,28.454545454545453,29.818181818181817,2024-03-26T15:00:00Z
Iran,Senegal,1,1,28.363636363636363,26.90909090909091,2022-09-27T14:30:00Z
Iran,UA Emirates,2,0,30.818181818181817,27.272727272727273,2025-03-20T16:00:00Z
Iran,UA Emirates,2,1,30.272727272727273,25.636363636363637,2024-01-23T15:00:00Z
UA Emirates,Iran,0,1,26.636363636363637,29.90909090909091,2024-09-10T16:00:00Z
Iran,UA Emirates,1,0,28.272727272727273,29.454545454545453,2022-02-01T14:30:00Z
Iran,Uzbekistan,2,2,31.09090909090909,28.454545454545453,2025-03-25T16:00:00Z
Uzbekistan,Iran,1,0,27.545454545454547,28.0,2025-09-08T14:30:00Z
Uzbekistan,Iran,4,3,27.272727272727273,30.0,2025-11-18T16:00:00Z
Iran,Uzbekistan,0,0,30.363636363636363,27.727272727272727,2024-06-11T17:00:00Z
Uzbekistan,Iran,0,0,27.454545454545453,29.90909090909091,2024-10-10T14:00:00Z
Uzbekistan,Iran,2,2,27.90909090909091,29.727272727272727,2023-11-21T13:00:00Z
Uzbekistan,Iran,0,1,27.90909090909091,29.363636363636363,2023-06-20T15:30:00Z
Iran,Afghanistan,3,1,27.818181818181817,27.272727272727273,2025-08-29T12:00:00Z
Iran,Afghanistan,6,1,28.272727272727273,24.8,2023-06-13T15:00:00Z
Iran,Algeria,1,2,27.727272727272727,25.09090909090909,2022-06-12T18:00:00Z
Tajikistan,Iran,2,2,27.09090909090909,27.181818181818183,2025-09-04T15:30:00Z
Egypt,Sierra Leone,1,0,29.272727272727273,25.272727272727273,2025-03-25T19:00:00Z
Sierra Leone,Egypt,2,0,23.545454545454547,29.181818181818183,2023-11-19T16:00:00Z
Angola,Egypt,0,0,28.363636363636363,26.181818181818183,2025-12-29T16:00:00Z
Egypt,Jordan,0,3,28.818181818181817,27.454545454545453,2025-12-09T14:30:00Z
Egypt,Saudi Arabia,4,0,29.454545454545453,28.636363636363637,2026-03-27T17:30:00Z
Egypt,New Zealand,1,0,28.181818181818183,26.0,2024-03-22T20:00:00Z
Egypt,Ghana,2,2,29.636363636363637,28.181818181818183,2024-01-18T20:00:00Z
Egypt,Liberia,3,0,28.272727272727273,26.09090909090909,2022-09-27T18:00:00Z
Egypt,Guinea-Bissau,1,0,28.545454545454547,26.181818181818183,2025-10-12T19:00:00Z
Guinea-Bissau,Egypt,1,1,28.545454545454547,29.272727272727273,2024-06-10T16:00:00Z
Guinea-Bissau,Egypt,1,0,26.818181818181817,29.90909090909091,2022-01-15T19:00:00Z
Egypt,Niger,3,0,28.636363636363637,26.636363636363637,2022-09-23T18:00:00Z
Ethiopia,Egypt,2,0,24.77777777777778,29.545454545454547,2025-03-21T21:00:00Z
Egypt,Ethiopia,2,0,30.181818181818183,26.0,2025-09-05T19:00:00Z
Egypt,Ethiopia,1,0,28.181818181818183,25.454545454545453,2023-09-08T16:00:00Z
Ethiopia,Egypt,0,2,25.181818181818183,28.0,2022-06-09T16:00:00Z
Guinea,Egypt,2,1,26.636363636363637,28.181818181818183,2023-06-14T18:00:00Z
Egypt,Guinea,1,0,28.454545454545453,25.0,2022-06-05T19:00:00Z
Djibouti,Egypt,3,0,26.09090909090909,29.818181818181817,2025-10-08T16:00:00Z
Egypt,Djibouti,6,0,28.09090909090909,27.272727272727273,2023-11-16T16:00:00Z
Egypt,Benin,3,1,31.181818181818183,26.181818181818183,2026-01-05T16:00:00Z
South Korea,Egypt,1,4,29.181818181818183,27.818181818181817,2022-06-14T11:00:00Z
Cameroon,Egypt,3,1,27.636363636363637,27.636363636363637,2022-02-03T19:00:00Z
Botswana,Egypt,4,0,27.545454545454547,29.272727272727273,2024-09-10T16:00:00Z
Egypt,Botswana,1,1,27.363636363636363,29.545454545454547,2024-11-19T15:00:00Z
Egypt,Zambia,1,0,29.636363636363637,26.90909090909091,2023-10-12T16:00:00Z
Egypt,Sudan,1,0,29.545454545454547,26.7,2022-01-19T19:00:00Z
Egypt,Morocco,2,1,28.272727272727273,27.09090909090909,2022-01-30T15:00:00Z
Spain,Egypt,0,0,26.272727272727273,29.272727272727273,2026-03-31T19:00:00Z
Cape Verde,Egypt,2,0,27.545454545454547,28.818181818181817,2025-11-17T16:00:00Z
Cape Verde,Egypt,2,2,29.181818181818183,28.181818181818183,2024-01-22T20:00:00Z
Egypt,Cape Verde,3,0,29.272727272727273,28.272727272727273,2024-09-06T19:00:00Z
Cape Verde,Egypt,1,1,27.90909090909091,26.181818181818183,2024-11-15T16:00:00Z
Egypt,Zimbabwe,2,1,29.727272727272727,28.90909090909091,2025-12-22T20:00:00Z
Egypt,Nigeria,2,4,30.454545454545453,28.272727272727273,2026-01-17T16:00:00Z
Egypt,Nigeria,2,1,28.636363636363637,26.545454545454547,2025-12-16T18:00:00Z
Nigeria,Egypt,0,1,25.90909090909091,27.727272727272727,2022-01-11T16:00:00Z
Egypt,Mauritania,2,0,28.636363636363637,25.272727272727273,2024-10-11T16:00:00Z
Mauritania,Egypt,1,0,25.727272727272727,27.09090909090909,2024-10-15T16:00:00Z
Burkina Faso,Egypt,0,0,27.90909090909091,29.363636363636363,2025-09-09T16:00:00Z
Egypt,Burkina Faso,2,1,29.0,24.636363636363637,2024-06-06T19:00:00Z
Egypt,Tanzania,2,0,28.454545454545453,28.0,2024-01-07T16:00:00Z
Egypt,Croatia,2,4,28.272727272727273,28.727272727272727,2024-03-26T20:00:00Z
Senegal,Egypt,0,1,29.0,30.545454545454547,2026-01-14T17:00:00Z
Senegal,Egypt,2,4,30.0,27.181818181818183,2022-02-06T19:00:00Z
Egypt,Senegal,1,0,28.545454545454547,30.0,2022-03-25T19:30:00Z
Senegal,Egypt,1,3,29.363636363636363,28.818181818181817,2022-03-29T17:00:00Z
Egypt,Mozambique,2,2,30.0,30.0,2024-01-14T17:00:00Z
Egypt,Kuwait,1,1,29.181818181818183,27.90909090909091,2025-12-02T14:30:00Z
UA Emirates,Egypt,1,1,25.90909090909091,29.181818181818183,2025-12-06T18:30:00Z
Egypt,Malawi,2,0,28.90909090909091,27.0,2023-03-24T19:00:00Z
Malawi,Egypt,4,0,25.90909090909091,28.90909090909091,2023-03-28T13:00:00Z
Uzbekistan,Egypt,0,2,26.727272727272727,27.727272727272727,2025-11-14T16:00:00Z
Egypt,DR Congo,7,8,29.09090909090909,28.90909090909091,2024-01-28T20:00:00Z
Algeria,Egypt,1,1,27.454545454545453,29.181818181818183,2023-10-16T16:00:00Z
Austria,Azerbaijan,4,1,26.818181818181817,27.545454545454547,2023-03-24T19:45:00Z
Azerbaijan,Austria,0,1,26.818181818181817,25.727272727272727,2023-10-16T16:00:00Z
Austria,Denmark,1,2,25.727272727272727,28.0,2022-06-06T20:15:00Z
Denmark,Austria,2,0,26.90909090909091,27.09090909090909,2022-06-13T18:45:00Z
Austria,Ghana,5,1,29.09090909090909,27.181818181818183,2026-03-27T17:00:00Z
Austria,Italy,2,0,26.181818181818183,27.727272727272727,2022-11-20T19:45:00Z
Austria,Romania,2,1,27.636363636363637,29.636363636363637,2025-06-07T18:45:00Z
Romania,Austria,1,0,28.363636363636363,28.636363636363637,2025-10-12T18:45:00Z
Slovenia,Austria,1,1,26.272727272727273,26.818181818181817,2024-09-06T18:45:00Z
Austria,Slovenia,1,1,27.454545454545453,26.545454545454547,2024-11-17T17:00:00Z
Slovakia,Austria,0,2,29.636363636363637,27.272727272727273,2024-03-23T17:00:00Z
Austria,Estonia,2,1,25.818181818181817,28.181818181818183,2023-03-27T18:45:00Z
Estonia,Austria,0,2,25.545454545454547,26.545454545454547,2023-11-16T17:00:00Z
San Marino,Austria,0,4,22.90909090909091,28.818181818181817,2025-06-10T18:45:00Z
Austria,San Marino,10,0,28.636363636363637,24.181818181818183,2025-10-09T18:45:00Z
Andorra,Austria,0,1,26.272727272727273,26.545454545454547,2022-11-16T17:00:00Z
Wales,Austria,2,1,27.818181818181817,28.0,2022-03-24T19:45:00Z
Austria,Cyprus,1,0,29.0,27.363636363636363,2025-09-06T18:45:00Z
Cyprus,Austria,0,2,27.363636363636363,28.272727272727273,2025-11-15T17:00:00Z
Croatia,Austria,0,3,26.636363636363637,28.363636363636363,2022-06-03T18:45:00Z
Austria,Croatia,1,3,27.636363636363637,28.727272727272727,2022-09-25T18:45:00Z
Switzerland,Austria,1,1,29.727272727272727,28.0,2024-06-08T16:00:00Z
Austria,Moldova,1,1,27.181818181818183,26.272727272727273,2023-09-07T18:30:00Z
Poland,Austria,1,3,27.727272727272727,28.454545454545453,2024-06-21T16:00:00Z
Austria,Kazakhstan,4,0,26.363636363636363,28.09090909090909,2024-10-10T18:45:00Z
Kazakhstan,Austria,0,2,29.272727272727273,25.818181818181817,2024-11-14T15:00:00Z
Austria,Serbia,1,1,28.90909090909091,27.272727272727273,2025-03-20T19:45:00Z
Serbia,Austria,2,0,27.454545454545453,28.09090909090909,2025-03-23T17:00:00Z
Austria,Serbia,2,1,26.181818181818183,28.90909090909091,2024-06-04T18:45:00Z
Austria,Germany,0,2,26.90909090909091,29.272727272727273,2023-11-21T19:45:00Z
Costa Rica,Germany,4,2,30.636363636363637,27.90909090909091,2022-12-01T19:00:00Z
Germany,Denmark,2,0,29.181818181818183,29.09090909090909,2024-06-29T19:00:00Z
Germany,Belgium,2,3,27.363636363636363,28.0,2023-03-28T18:45:00Z
Germany,Hungary,2,0,28.90909090909091,27.545454545454547,2024-06-19T16:00:00Z
Germany,Hungary,5,0,27.363636363636363,27.181818181818183,2024-09-07T18:45:00Z
Hungary,Germany,1,1,28.818181818181817,27.454545454545453,2024-11-19T19:45:00Z
Hungary,Germany,1,1,27.90909090909091,26.181818181818183,2022-06-11T18:45:00Z
Germany,Hungary,0,1,28.272727272727273,27.181818181818183,2022-09-23T18:45:00Z
Germany,Peru,2,0,26.818181818181817,29.727272727272727,2023-03-25T19:45:00Z
Germany,England,1,1,27.454545454545453,27.272727272727273,2022-06-07T18:45:00Z
England,Germany,3,3,26.0,26.09090909090909,2022-09-26T18:45:00Z
Germany,Ghana,2,1,27.818181818181817,27.545454545454547,2026-03-30T18:45:00Z
Netherlands,Germany,2,2,25.454545454545453,27.09090909090909,2024-09-10T18:45:00Z
Germany,Netherlands,1,0,26.454545454545453,23.818181818181817,2024-10-14T18:45:00Z
Germany,Netherlands,2,1,28.363636363636363,27.727272727272727,2024-03-26T19:45:00Z
Netherlands,Germany,1,1,26.818181818181817,27.0,2022-03-29T18:45:00Z
Italy,Germany,2,1,26.272727272727273,29.272727272727273,2025-03-20T19:45:00Z
Germany,Italy,3,3,28.636363636363637,26.0,2025-03-23T19:45:00Z
Italy,Germany,1,1,26.454545454545453,28.09090909090909,2022-06-04T18:45:00Z
Germany,Italy,5,2,28.727272727272727,24.727272727272727,2022-06-14T18:45:00Z
Germany,France,0,2,28.363636363636363,27.0,2025-06-08T13:00:00Z
France,Germany,2,0,26.272727272727273,28.363636363636363,2024-03-23T20:00:00Z
Germany,France,2,1,28.454545454545453,25.727272727272727,2023-09-12T19:00:00Z
Slovakia,Germany,0,2,29.0,27.636363636363637,2025-09-04T18:45:00Z
Germany,Slovakia,6,0,27.454545454545453,28.363636363636363,2025-11-17T19:45:00Z
Germany,Luxembourg,4,0,26.90909090909091,26.545454545454547,2025-10-10T18:45:00Z
Luxembourg,Germany,2,0,27.363636363636363,27.454545454545453,2025-11-14T19:45:00Z
Germany,Portugal,1,2,27.545454545454547,27.545454545454547,2025-06-04T19:10:00Z
Oman,Germany,1,0,26.636363636363637,26.90909090909091,2022-11-16T17:00:00Z
Spain,Germany,1,2,26.545454545454547,29.454545454545453,2024-07-05T16:00:00Z
Spain,Germany,1,1,26.0,27.90909090909091,2022-11-27T19:00:00Z
Mexico,Germany,2,2,27.09090909090909,28.272727272727273,2023-10-18T00:15:00Z
Germany,Japan,1,4,27.454545454545453,26.181818181818183,2023-09-09T18:45:00Z
Germany,Japan,1,2,27.272727272727273,28.545454545454547,2022-11-23T13:00:00Z
Germany,Greece,2,1,28.90909090909091,28.181818181818183,2024-06-07T18:45:00Z
Poland,Germany,0,1,28.90909090909091,26.181818181818183,2023-06-16T18:45:00Z
Germany,Colombia,0,2,27.363636363636363,29.181818181818183,2023-06-20T18:45:00Z
Germany,Ukraine,0,0,28.545454545454547,26.90909090909091,2024-06-03T18:45:00Z
Germany,Ukraine,3,3,28.09090909090909,25.727272727272727,2023-06-12T16:00:00Z
Germany,Israel,2,0,25.90909090909091,27.636363636363637,2022-03-26T19:45:00Z
Mexico,Costa Rica,0,0,27.545454545454547,27.0,2025-06-23T02:00:00Z
Mexico,Costa Rica,2,0,28.09090909090909,28.0,2023-07-09T02:00:00Z
Mexico,Belgium,1,1,28.727272727272727,28.636363636363637,2026-04-01T01:00:00Z
Mexico,Jamaica,1,0,27.181818181818183,27.636363636363637,2024-06-23T01:00:00Z
Jamaica,Mexico,3,0,27.636363636363637,27.90909090909091,2023-07-13T02:00:00Z
Mexico,Jamaica,2,2,29.181818181818183,28.181818181818183,2023-03-27T00:00:00Z
Mexico,Saudi Arabia,2,0,26.727272727272727,27.454545454545453,2025-06-29T02:15:00Z
Mexico,New Zealand,3,0,26.545454545454547,28.454545454545453,2024-09-08T01:00:00Z
Canada,Mexico,2,0,27.09090909090909,27.727272727272727,2025-03-21T02:30:00Z
Mexico,Canada,0,0,25.272727272727273,26.727272727272727,2024-09-11T01:00:00Z
USA,Mexico,2,1,25.636363636363637,27.363636363636363,2025-07-06T23:00:00Z
Mexico,USA,0,2,28.818181818181817,26.454545454545453,2024-03-25T01:15:00Z
Mexico,USA,2,0,28.09090909090909,25.272727272727273,2024-10-16T02:30:00Z
USA,Mexico,0,3,24.0,27.272727272727273,2023-06-16T02:00:00Z
USA,Mexico,1,1,29.5,24.875,2023-04-20T02:00:00Z
Panama,Mexico,1,0,26.545454545454547,25.454545454545453,2026-01-23T01:00:00Z
Mexico,Panama,2,1,27.90909090909091,0,2025-03-24T01:30:00Z
Panama,Mexico,3,0,28.09090909090909,28.272727272727273,2024-03-22T02:15:00Z
Mexico,Panama,1,0,28.09090909090909,29.545454545454547,2023-07-16T23:30:00Z
Panama,Mexico,1,0,29.727272727272727,26.0,2023-06-18T22:00:00Z
Mexico,Honduras,1,0,26.09090909090909,27.636363636363637,2025-07-03T02:00:00Z
Honduras,Mexico,0,2,27.181818181818183,28.181818181818183,2024-11-16T02:00:00Z
Mexico,Honduras,4,0,26.727272727272727,26.90909090909091,2024-11-20T02:30:00Z
Mexico,Honduras,4,0,27.90909090909091,26.818181818181817,2023-06-26T00:00:00Z
Honduras,Mexico,0,2,25.727272727272727,27.181818181818183,2023-11-18T02:00:00Z
Mexico,Honduras,4,2,26.727272727272727,25.727272727272727,2023-11-22T02:30:00Z
Mexico,Brazil,2,3,27.0,25.545454545454547,2024-06-09T01:00:00Z
Mexico,Portugal,0,0,27.545454545454547,26.636363636363637,2026-03-29T01:00:00Z
Mexico,Uruguay,0,4,25.545454545454547,26.545454545454547,2024-06-06T01:00:00Z
Mexico,Qatar,0,1,26.0,25.636363636363637,2023-07-03T01:00:00Z
Mexico,Iceland,4,0,25.545454545454547,31.818181818181817,2026-02-26T02:00:00Z
Bolivia,Mexico,1,0,26.181818181818183,26.454545454545453,2026-01-25T19:30:00Z
Mexico,Bolivia,1,0,23.818181818181817,27.363636363636363,2024-06-01T01:30:00Z
Haiti,Mexico,3,1,27.545454545454547,27.90909090909091,2023-06-30T02:00:00Z
Mexico,Ecuador,0,0,27.09090909090909,25.636363636363637,2024-07-01T00:00:00Z
Venezuela,Mexico,0,1,28.363636363636363,27.272727272727273,2024-06-27T01:00:00Z
Suriname,Mexico,2,0,29.09090909090909,28.09090909090909,2025-06-19T02:00:00Z
Suriname,Mexico,2,0,28.727272727272727,25.09090909090909,2023-03-24T00:00:00Z
Kosovo,Turkey,1,0,26.818181818181817,27.181818181818183,2026-03-31T18:45:00Z
Austria,Turkey,2,1,27.454545454545453,25.636363636363637,2024-07-02T19:00:00Z
Austria,Turkey,1,6,26.636363636363637,25.636363636363637,2024-03-26T19:45:00Z
Turkey,Hungary,3,1,27.272727272727273,28.545454545454547,2025-03-20T17:00:00Z
Hungary,Turkey,3,0,28.181818181818183,26.454545454545453,2025-03-23T17:00:00Z
Hungary,Turkey,0,1,27.454545454545453,26.181818181818183,2024-03-22T19:45:00Z
Germany,Turkey,3,2,27.727272727272727,25.727272727272727,2023-11-18T19:45:00Z
Netherlands,Turkey,1,2,27.272727272727273,26.636363636363637,2024-07-06T19:00:00Z
Italy,Turkey,0,0,28.0,26.0,2024-06-04T19:00:00Z
Turkey,Italy,2,3,24.363636363636363,27.0,2022-03-29T18:45:00Z
Turkey,Romania,1,0,27.545454545454547,28.454545454545453,2026-03-26T17:00:00Z
USA,Turkey,2,1,24.363636363636363,25.181818181818183,2025-06-07T19:30:00Z
Turkey,Montenegro,1,0,25.545454545454547,29.181818181818183,2024-10-11T18:45:00Z
Montenegro,Turkey,1,3,27.272727272727273,25.545454545454547,2024-11-19T19:45:00Z
Luxembourg,Turkey,2,0,25.727272727272727,24.636363636363637,2022-06-11T18:45:00Z
Turkey,Luxembourg,3,3,24.454545454545453,26.727272727272727,2022-09-22T18:45:00Z
Turkey,Portugal,0,3,26.90909090909091,29.272727272727273,2024-06-22T16:00:00Z
Portugal,Turkey,1,3,29.727272727272727,25.727272727272727,2022-03-24T19:45:00Z
Lithuania,Turkey,6,0,28.272727272727273,24.545454545454547,2022-06-07T18:45:00Z
Turkey,Lithuania,2,0,25.545454545454547,26.727272727272727,2022-06-14T18:45:00Z
Turkey,Spain,0,6,26.09090909090909,25.181818181818183,2025-09-07T18:45:00Z
Spain,Turkey,2,2,27.09090909090909,26.90909090909091,2025-11-18T19:45:00Z
Wales,Turkey,0,0,26.727272727272727,26.0,2024-09-06T18:45:00Z
Turkey,Wales,0,0,26.09090909090909,26.727272727272727,2024-11-16T17:00:00Z
Turkey,Wales,2,0,26.272727272727273,26.181818181818183,2023-06-19T18:45:00Z
Wales,Turkey,1,1,25.454545454545453,25.272727272727273,2023-11-21T19:45:00Z
Georgia,Turkey,3,2,26.272727272727273,26.09090909090909,2025-09-04T16:00:00Z
Turkey,Georgia,4,1,26.09090909090909,25.363636363636363,2025-10-14T18:45:00Z
Turkey,Georgia,3,1,26.454545454545453,26.818181818181817,2024-06-18T16:00:00Z
Turkey,Iceland,3,1,27.272727272727273,28.0,2024-09-09T18:45:00Z
Iceland,Turkey,4,2,25.90909090909091,25.727272727272727,2024-10-14T18:45:00Z
Turkey,Faeroe Islands,4,0,24.818181818181817,30.454545454545453,2022-06-04T18:45:00Z
Faeroe Islands,Turkey,1,2,29.09090909090909,24.727272727272727,2022-09-25T18:45:00Z
Mexico,Turkey,0,1,28.363636363636363,25.454545454545453,2025-06-11T01:00:00Z
Latvia,Turkey,3,2,26.545454545454547,26.272727272727273,2023-06-16T18:45:00Z
Turkey,Latvia,4,0,25.545454545454547,26.09090909090909,2023-10-15T18:45:00Z
Bulgaria,Turkey,6,1,26.0,26.272727272727273,2025-10-11T18:45:00Z
Turkey,Bulgaria,2,0,26.363636363636363,25.454545454545453,2025-11-15T17:00:00Z
Japan,Turkey,2,4,25.818181818181817,25.545454545454547,2023-09-12T12:20:00Z
Turkey,Croatia,0,2,26.363636363636363,28.90909090909091,2023-03-28T18:45:00Z
Croatia,Turkey,1,0,27.454545454545453,26.0,2023-10-12T18:45:00Z
Poland,Turkey,1,2,28.272727272727273,27.636363636363637,2024-06-10T18:45:00Z
Armenia,Turkey,2,1,27.272727272727273,27.09090909090909,2023-03-25T17:00:00Z
Turkey,Armenia,1,1,25.90909090909091,25.818181818181817,2023-09-08T18:45:00Z
Costa Rica,Paraguay,1,2,25.727272727272727,27.272727272727273,2024-07-03T01:00:00Z
Paraguay,Nicaragua,2,0,27.272727272727273,27.363636363636363,2023-06-18T14:30:00Z
Peru,Paraguay,1,0,29.636363636363637,27.90909090909091,2025-09-09T23:30:00Z
Peru,Paraguay,0,0,29.90909090909091,29.181818181818183,2024-06-08T00:30:00Z
Paraguay,Peru,0,0,27.272727272727273,31.363636363636363,2023-09-07T22:30:00Z
Peru,Paraguay,0,2,30.363636363636363,27.818181818181817,2022-03-29T23:30:00Z
Peru,Paraguay,0,1,27.545454545454547,27.272727272727273,2022-11-17T01:00:00Z
Paraguay,Chile,1,0,28.818181818181817,28.90909090909091,2025-03-20T23:00:00Z
Chile,Paraguay,0,3,31.636363636363637,27.545454545454547,2024-06-12T00:00:00Z
Chile,Paraguay,0,0,28.0,27.09090909090909,2023-11-17T00:30:00Z
Chile,Paraguay,2,3,29.636363636363637,28.272727272727273,2023-03-28T00:30:00Z
Panama,Paraguay,1,0,29.09090909090909,28.545454545454547,2024-06-16T22:30:00Z
Paraguay,Uruguay,2,0,28.181818181818183,28.09090909090909,2025-06-05T23:00:00Z
Uruguay,Paraguay,0,0,26.818181818181817,27.818181818181817,2024-09-06T23:30:00Z
Paraguay,Uruguay,0,1,27.727272727272727,27.181818181818183,2022-01-27T23:00:00Z
Bolivia,Paraguay,2,2,24.272727272727273,27.90909090909091,2024-11-19T20:00:00Z
Paraguay,Bolivia,1,0,27.636363636363637,27.545454545454547,2023-10-17T22:30:00Z
Paraguay,Ecuador,0,0,29.181818181818183,25.90909090909091,2025-09-04T23:30:00Z
Ecuador,Paraguay,0,0,26.0,44.54545454545455,2024-10-10T21:00:00Z
Paraguay,Ecuador,3,1,27.363636363636363,26.90909090909091,2022-03-24T23:30:00Z
Mexico,Paraguay,2,1,25.363636363636363,26.818181818181817,2025-11-19T01:30:00Z
Mexico,Paraguay,1,0,25.272727272727273,29.181818181818183,2022-09-01T01:00:00Z
Paraguay,Argentina,2,1,28.09090909090909,29.0,2024-11-14T23:30:00Z
Argentina,Paraguay,0,1,27.0,28.09090909090909,2023-10-12T23:00:00Z
Japan,Paraguay,2,2,26.545454545454547,28.363636363636363,2025-10-10T10:20:00Z
Japan,Paraguay,1,4,28.181818181818183,26.90909090909091,2022-06-02T10:00:00Z
Greece,Paraguay,1,0,27.818181818181817,28.818181818181817,2026-03-27T19:00:00Z
Paraguay,Venezuela,2,1,27.181818181818183,27.90909090909091,2024-10-15T23:00:00Z
Venezuela,Paraguay,0,1,28.636363636363637,28.90909090909091,2023-09-12T22:00:00Z
Colombia,Paraguay,2,2,29.0,28.90909090909091,2025-03-26T00:00:00Z
Colombia,Paraguay,1,2,29.0,28.545454545454547,2024-06-24T22:00:00Z
Paraguay,Colombia,0,1,26.545454545454547,28.09090909090909,2023-11-21T23:00:00Z
Colombia,Paraguay,0,2,27.272727272727273,27.636363636363637,2022-11-20T01:00:00Z
Paraguay,UA Emirates,1,0,27.0,26.90909090909091,2022-09-23T16:00:00Z
Norway,Kosovo,3,0,25.454545454545453,28.363636363636363,2024-06-05T17:00:00Z
Norway,Austria,2,1,26.545454545454547,26.09090909090909,2024-09-09T18:45:00Z
Austria,Norway,5,1,28.0,26.0,2024-10-13T18:45:00Z
Denmark,Norway,3,1,27.181818181818183,25.454545454545453,2024-06-08T17:30:00Z
Norway,Jordan,6,0,24.90909090909091,26.90909090909091,2023-09-07T17:00:00Z
Norway,Italy,3,0,27.0,26.363636363636363,2025-06-06T18:45:00Z
Italy,Norway,1,4,27.272727272727273,26.818181818181817,2025-11-16T19:45:00Z
Norway,Slovenia,3,0,26.09090909090909,27.181818181818183,2024-10-10T18:45:00Z
Slovenia,Norway,1,4,26.454545454545453,25.181818181818183,2024-11-14T19:45:00Z
Norway,Slovenia,0,0,25.90909090909091,26.545454545454547,2022-06-09T18:45:00Z
Slovenia,Norway,2,1,26.90909090909091,25.545454545454547,2022-09-24T16:00:00Z
Norway,Slovakia,1,1,26.727272727272727,28.454545454545453,2024-03-26T18:00:00Z
Norway,Slovakia,2,0,25.181818181818183,26.09090909090909,2022-03-25T17:00:00Z
Estonia,Norway,0,1,25.09090909090909,27.0,2025-06-09T18:45:00Z
Norway,Estonia,4,1,26.454545454545453,26.363636363636363,2025-11-13T17:00:00Z
Norway,Finland,1,0,25.454545454545453,25.727272727272727,2025-09-04T16:00:00Z
Norway,Finland,1,1,26.90909090909091,26.181818181818183,2022-11-20T13:00:00Z
Georgia,Norway,1,1,26.545454545454547,27.545454545454547,2023-03-28T16:00:00Z
Norway,Georgia,2,1,25.727272727272727,24.818181818181817,2023-09-12T18:45:00Z
Norway,Faeroe Islands,2,0,24.181818181818183,28.545454545454547,2023-11-16T17:00:00Z
Norway,Cyprus,3,1,27.272727272727273,27.727272727272727,2023-06-20T18:45:00Z
Cyprus,Norway,0,4,26.0,26.454545454545453,2023-10-12T18:45:00Z
Ireland,Norway,1,2,25.09090909090909,25.636363636363637,2022-11-17T19:45:00Z
Moldova,Norway,0,5,27.727272727272727,26.545454545454547,2025-03-22T17:00:00Z
Norway,Moldova,11,1,26.727272727272727,28.727272727272727,2025-09-09T18:45:00Z
Kazakhstan,Norway,0,0,29.09090909090909,25.90909090909091,2024-09-06T14:00:00Z
Norway,Kazakhstan,5,0,25.727272727272727,27.545454545454547,2024-11-17T17:00:00Z
Serbia,Norway,0,1,27.818181818181817,26.545454545454547,2022-06-02T18:45:00Z
Norway,Serbia,0,2,25.90909090909091,26.545454545454547,2022-09-27T18:45:00Z
Israel,Norway,2,4,26.09090909090909,27.0,2025-03-25T19:45:00Z
Norway,Israel,5,0,26.454545454545453,26.09090909090909,2025-10-11T16:00:00Z
Norway,Armenia,9,0,25.363636363636363,26.818181818181817,2022-03-29T17:00:00Z
PNG,New Zealand,0,1,30.545454545454547,26.545454545454547,2022-03-18T14:00:00Z
Costa Rica,New Zealand,1,0,28.90909090909091,25.545454545454547,2022-06-14T18:00:00Z
New Zealand,Tahiti,5,0,26.0,26.727272727272727,2024-06-27T00:00:00Z
New Zealand,Tahiti,3,0,25.454545454545453,29.0,2024-10-11T02:00:00Z
New Zealand,Tahiti,1,0,25.727272727272727,28.272727272727273,2022-03-27T17:30:00Z
New Zealand,Fiji,7,0,27.545454545454547,27.272727272727273,2025-03-21T06:00:00Z
New Zealand,Fiji,4,0,27.181818181818183,27.272727272727273,2022-03-21T17:00:00Z
Peru,New Zealand,1,0,30.09090909090909,25.90909090909091,2022-06-05T15:30:00Z
Jordan,New Zealand,3,1,27.727272727272727,25.90909090909091,2022-01-28T15:00:00Z
